x,y
8.616162e+00,-4.051559e-02
8.626263e+00,-3.570845e-02
8.636364e+00,1.791521e-02
8.646465e+00,-6.161716e-02
8.656566e+00,1.302886e-02
8.666667e+00,6.637138e-02
8.676768e+00,1.450521e-01
8.686869e+00,1.180654e-01
8.696970e+00,2.412845e-01
8.707071e+00,1.624371e-01
8.717172e+00,2.368883e-01
8.727273e+00,1.933512e-01
8.737374e+00,8.857474e-02
8.747475e+00,8.795260e-02
8.757576e+00,-3.580679e-02
8.767677e+00,-1.841588e-02
8.777778e+00,4.235017e-02
8.787879e+00,7.100613e-02
8.797980e+00,2.409236e-02
8.808081e+00,-6.123129e-02
8.818182e+00,4.208934e-02
8.828283e+00,5.667362e-03
8.838384e+00,3.618497e-02
8.848485e+00,7.309511e-02
8.858586e+00,-4.799261e-02
8.868687e+00,-5.885691e-02
8.878788e+00,7.078239e-03
8.888889e+00,-4.420886e-02
8.898990e+00,1.287462e-02
8.909091e+00,5.570451e-02
8.919192e+00,2.175579e-02
8.929293e+00,5.043463e-03
8.939394e+00,-4.195887e-02
8.949495e+00,-2.994074e-02
8.959596e+00,-1.991555e-02
8.969697e+00,4.929050e-02
8.979798e+00,4.884762e-02
8.989899e+00,1.101651e-02
9,2.245578e-02
9.010101e+00,-6.715822e-02
9.020202e+00,3.212799e-02
9.030303e+00,1.105470e-02
9.040404e+00,-6.029803e-02
9.050505e+00,9.619174e-03
9.060606e+00,-5.188735e-02
9.070707e+00,-6.808122e-03
9.080808e+00,3.390862e-02
9.090909e+00,-2.331590e-02
9.101010e+00,-3.037529e-02
9.111111e+00,-6.929126e-02
9.121212e+00,6.221124e-03
9.131313e+00,-4.223527e-02
9.141414e+00,7.059603e-02
9.151515e+00,-6.789411e-02
9.161616e+00,2.333533e-03
9.171717e+00,-7.447785e-02
9.181818e+00,4.070724e-02
9.191919e+00,-5.170565e-02
9.202020e+00,6.242058e-02
9.212121e+00,-1.891233e-02
9.222222e+00,-1.489518e-03
9.232323e+00,5.987605e-02
9.242424e+00,-3.729628e-02
9.252525e+00,6.154626e-02
9.262626e+00,2.614092e-01
9.272727e+00,2.389570e-01
9.282828e+00,2.697898e-01
9.292929e+00,1.770400e-01
9.303030e+00,2.124695e-02
9.313131e+00,1.153188e-02
9.323232e+00,2.669356e-02
9.333333e+00,6.994787e-02
9.343434e+00,-6.682065e-02
9.353535e+00,6.305682e-02
9.363636e+00,-3.025636e-02
9.373737e+00,1.331741e-02
9.383838e+00,-4.565623e-02
9.393939e+00,1.681809e-02
9.404040e+00,1.012608e-01
9.414141e+00,2.482020e-01
9.424242e+00,4.779690e-01
9.434343e+00,7.269795e-01
9.444444e+00,9.358018e-01
9.454545e+00,8.533950e-01
9.464646e+00,6.969072e-01
9.474747e+00,5.730180e-01
9.484848e+00,2.962633e-01
9.494949e+00,3.867664e-02
9.505051e+00,-8.251830e-02
9.515152e+00,-2.548294e-01
9.525253e+00,-4.826777e-01
9.535354e+00,-7.602006e-01
9.545455e+00,-9.305670e-01
9.555556e+00,-8.922162e-01
9.565657e+00,-6.776112e-01
9.575758e+00,-5.325437e-01
9.585859e+00,-2.416842e-01
9.595960e+00,-7.036702e-02
9.606061e+00,7.419758e-02
9.616162e+00,7.370798e-02
9.626263e+00,6.586248e-02
9.636364e+00,-5.791428e-02
9.646465e+00,-1.122785e-02
9.656566e+00,-2.284873e-03
9.666667e+00,1.586275e-01
9.676768e+00,1.545685e-01
9.686869e+00,1.237969e-01
9.696970e+00,1.619988e-01
9.707071e+00,2.535960e-01
9.717172e+00,1.353615e-01
9.727273e+00,1.833851e-01
9.737374e+00,3.705811e-02
9.747475e+00,4.905055e-02
9.757576e+00,-5.196448e-02
9.767677e+00,-6.409117e-02
9.777778e+00,1.154139e-02
9.787879e+00,-2.325599e-02
9.797980e+00,6.528855e-02
9.808081e+00,-6.885073e-02
9.818182e+00,5.836137e-02
9.828283e+00,-2.519907e-02
9.838384e+00,7.295583e-02
9.848485e+00,-3.733805e-02
9.858586e+00,-6.973147e-02
9.868687e+00,5.536887e-02
9.878788e+00,1.574866e-02
9.888889e+00,-2.950415e-03
9.898990e+00,-1.595174e-02
9.909091e+00,6.904184e-02
9.919192e+00,-7.014752e-02
9.929293e+00,-1.832734e-02
9.939394e+00,3.009600e-02
9.949495e+00,-4.351403e-02
9.959596e+00,5.047947e-03
9.969697e+00,-2.100470e-02
9.979798e+00,3.197543e-02
9.989899e+00,-7.395917e-02
